Country,Description,Designation,Points,Price,State,Region_1,Region_2,Taster_Name,Taster_Twitter,Title,Variety,Winery,Website
US,"The vineyard is relatively new, and the block from which this wine was made is entirely Dijon clone 777. It's a rich, fruit-forward wine, brimming with crushed cherry pulp and black raspberries, to which charred oak barrels have lent richer notes of mocha. The wine also is quite dry and acidic and even tannic, in Farrell's usual style. That should lend it ageworthiness.","Hallberg Vineyard",91,50,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2005 Hallberg Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"There's a good deal of complexity on this top bottling from this Gilroy-based producer, with chopped black olive, cola, cloves, thyme and dried lemon peel on the nose. It's expansive on the palate, with strawberry, leather, sour cranberry and chopped herb flavors.",Reserve,91,40,California,"Santa Clara Valley","Central Coast","Matt Kettmann",@mattkettmann,"Sarah's Vineyard 2011 Reserve Pinot Noir (Santa Clara Valley)","Pinot Noir","Sarah's Vineyard",sarahs-vineyard.com
US,"These relatively young vines deliver a juicy wine with bright berry fruit. Tart and tangy, it carries a light savory note as well. This has the acidity to improve and age through 2026.","Archer's Edge Estate",91,85,Oregon,"Dundee Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Archery Summit 2013 Archer's Edge Estate Pinot Noir (Dundee Hills)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"This block selection is supple, almost silky, and coats the palate with lip-licking cherry-fruit goodness. Streaks of hazelnut and nougat extend the finish. This delicious wine spent 15 months in 50% new French oak.",Hannah,91,55,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2013 Hannah Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"This block selection strikes a good balance between forward fruit, spicy barrel, tangy acids and a textural, lingering finish. It's medium bodied and well balanced, with a finish that leaves an impression of astringent tannins.",Hannah,91,55,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2014 Hannah Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"This bottling has been getting steadily richer and better over the years and has now reached the point where it's an authentic Carneros beauty. The '06 is a Pinot Noir to drink now, to savor its rasp-berry and cherry freshness, crispness and silky texture.",NULL,91,35,California,Carneros,Napa-Sonoma,NULL,NULL,"Domaine Carneros 2006 Pinot Noir (Carneros)","Pinot Noir","Domaine Carneros",www.domaine.com
US,"This delightful bottle opens gracefully with lush aromatics, showing snap and complexity. The palate mixes red fruits with hints of seed, grain, pepper and pretty herbs. It's long and seamless, with a coffee streak across the finish.","The Kilmore",91,42,Oregon,"Willamette Valley",NULL,"Paul Gregutt",@paulgwine ,"Owen Roe 2010 The Kilmore Pinot Noir","Pinot Noir","Owen Roe",www.owenroe.com
US,"This deservedly popular value bottle gets the star Pinot treatment—nine months in French oak, 27% new. It's spicy and full-flavored, with resonant blue plum fruit, buttery toast and a tannic frame.",Sharecropper's,91,21,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2014 Sharecropper's Pinot Noir (Willamette Valley)","Pinot Noir","Owen Roe",www.owenroe.com
US,"This has lots of fresh, lively fruit characteristics in the aroma and the flavor. It's well balanced, showing good firm acidity and fine tannins to blanket the ripe cherry and plum flavors. It's medium bodied, very appetizing and agile.","Angel Camp Vineyard",91,58,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Dutton-Goldfield 2013 Angel Camp Vineyard Pinot Noir (Anderson Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"This is a big, voluptuous Pinot, solidly in the Garys' style, but it possesses a delicate silkiness despite the size. In its extreme youth, the wine is all primary fruit and oak, with flavors of cherries, black raspberries, red licorice, cola and smoky vanilla. It feels broad and obvious, in the way of a young wine. However, 1-3 years in the bottle should bring out complexity.","Garys' Vineyard",91,48,California,"Santa Lucia Highlands","Central Coast",NULL,NULL,"Vision Cellars 2006 Garys' Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Vision Cellars",www.visioncellars.com
US,"This is a full-bodied Pinot Noir, showing lavish new-oak aromas and rich, ripe fruit flavors. Medium-deep ruby in tone, it has aromas suggesting vanilla, toasted oak and nutmeg, with a hint of rhubarb. Flavors recall cherry and blackberry. Gradually the oak flavors recede and the lively fruit character comes out, lingering on the finish.","Gowan Creek Vineyard Estate Grown",91,80,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Goldeneye 2011 Gowan Creek Vineyard Estate Grown Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"This is a sort of junior version of Swan's awesome Trenton Estate Pinot. It shows the same dryness and acidity, with appealing flavors of cherries, raspberries and mushrooms. It's not quite as dense and complex, but it's a gorgeously silky Pinot Noir.","Trenton View Vineyard",91,35,California,"Russian River Valley",Sonoma,NULL,NULL,"Joseph Swan Vineyards 2007 Trenton View Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"This is a taut and trim wine, but with plenty of toasted oak aromas and rich maple and cherry flavors to fill out its firm frame. Flavors combine cinnamon, cardamom, plum and Bing cherry. The texture is moderately tannic and firmly crisp for an attractive, lip-smacking quality.","Anderson Valley",91,55,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Goldeneye 2012 Anderson Valley Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"This is an impressive wine at the price and production level, a great go-to for multiple occasions. It delivers earthy, candied strawberry around a light, bright core, remaining soft and smooth in texture and intensity, finishing with a tease of milk chocolate.",NULL,91,25,California,"Sonoma Coast",Sonoma,"Virginie Boone",@vboone,"La Crema 2013 Pinot Noir (Sonoma Coast)","Pinot Noir","La Crema",www.lacrema.com
US,"This is another of the producer's intellectual exercises in experimental winemaking, made in tiny case-production numbers. It offers so much to think about, from its lemony-crisp and tangy palate to its chalky tannins. Full bodied, it merits attention, veering from herbal to chocolaty in one sip.","Gap's Crown Vineyard Clone 667 Three Barrel Selection",91,75,California,"Sonoma Coast",Sonoma,"Virginie Boone",@vboone,"Gary Farrell 2013 Gap's Crown Vineyard Clone 667 Three Barrel Selection Pinot Noir (Sonoma Coast)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"This is built for both immediate appeal and graceful aging. It's toasty and chocolatey, smooth as silk, but with the depth and balance for further development. Not a big wine, but quite pretty, textural and detailed.","Durant Vineyards Clonmacnois",91,55,Oregon,"Dundee Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2014 Durant Vineyards Clonmacnois Pinot Noir (Dundee Hills)","Pinot Noir","Owen Roe",www.owenroe.com
US,"This is quite pretty, with a soft initial entry into strawberry fruit. There's a touch of resin, a whisper of chocolate, and overall a delicate sensibility, that gains strength and length with ample aeration. It exits smoothly with a finishing lick of caramel.",NULL,91,42,Oregon,"Chehalem Mountains","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2014 Pinot Noir (Chehalem Mountains)","Pinot Noir","Owen Roe",www.owenroe.com
US,"This is the most affordable Pinot from Archery Summit, a blend of multiple clones and vineyards, and it's a gem. Full and fruity from the moment you pull the cork, it hits you with flavors of ripe strawberry, blackberry and black cherry, a big mouthful of lush fruit flavor. The finish brings on hints of truffle, licorice and dark chocolate.","Premier Cuvée",91,48,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Archery Summit 2009 Premier Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"This is the most widely distributed, highest-production Pinot Noir from Archery Summit. It's forward and fruity, with generous, ripe strawberry and cherry fruit. There is a steely sheen to the finishing flavors, like licking a knife blade, and the tannins pack enough muscle to further improve the wine through 2018–2020.","Premier Cuvée",91,54,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Archery Summit 2012 Premier Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"This isn't one of Merry Edwards' single-vineyard Pinots, but who cares? It's a magnificent effort, and a classic expression of Sonoma Coast in a good vintage. The wine is dry and tannic, yet lilting in the mouth, with flavors of raspberries, cherries, pomegranates and mushrooms. It's not an ager, but an elegant, sophisticated Pinot to drink now.",NULL,91,39,California,"Sonoma Coast",Sonoma,NULL,NULL,"Merry Edwards 2011 Pinot Noir (Sonoma Coast)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"This jumps up and grabs you by the nose immediately, with bright scents of fresh raspberries and highlights of coffee grounds. A lively wine, with immaculate fruit, the concentrated flavors blend strawberries and raspberries, with supporting acids and just a nice touch of barrel flavors.",Cuvée,91,35,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Youngberg Hill Vineyards 2014 Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Youngberg Hill Vineyards",www.youngberghill.com
US,"This lush offering opens with appealing aromas of rose petals and fresh strawberries, then glides into a smooth-as-silk midpalate. The berry/cherry fruit is nicely adorned with toasty barrel flavors, and it's as satiny as new sheets. You'll find it hard to keep from gulping this by the glassful.",NULL,91,30,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"La Crema 2013 Pinot Noir (Willamette Valley)","Pinot Noir","La Crema",www.lacrema.com
US,"This multivineyard blend isn't cheap, but it's almost as good as Farrell's more expensive single-vineyard Pinots, which makes it kind of a value. Like them, it's a dry, crisply acidic wine, and slightly austere. It shows tobacco-infused cherry pie filling, pomegranate, rhubarb and cola flavors.","Russian River Selection",91,42,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2005 Russian River Selection Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"This producer continues to up its game with this brand. This wine offers a smoky, luxurious experience defined by black-cherry spice, smoky oak and a thickness of chocolate. Textured and full bodied, it's made for fans of a richer, more concentrated style.",NULL,91,40,California,"Los Carneros",Napa-Sonoma,"Virginie Boone",@vboone,"La Crema 2013 Pinot Noir (Los Carneros)","Pinot Noir","La Crema",www.lacrema.com
US,"This small-production wine has an oaky, earthy complexity from the aroma through the finish. It is full bodied, ripe and rich, leading with toasted oak and a flinty quality. The fruit flavors are muted at first but develop nicely with each sip.","The Narrows Vineyard",91,82,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Goldeneye 2013 The Narrows Vineyard Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"This wine is put together from multiple vineyard sources, including the well-known Morelli Lane and Widdoes, all farmed by the Duttons. Larger in production than many of the vineyard-designates, it offers baked bread and juicy overtones of cranberry-raspberry layered atop luxuriously toasted oak. It'll show well at the table.","Dutton Ranch",91,44,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"This wine wears its high alcohol well, appearing light in the glass and delivering loads of chaparral spice, sandalwood, beet, rhubarb and earthy dust scents on the nose. Although light in body, the palate boasts an underlying juiciness, packed with cranberry, thyme and pencil shaving flavors.","Sharen's Vineyard",91,48,California,"Santa Maria Valley","Central Coast","Matt Kettmann",@mattkettmann,"Cottonwood Canyon 2012 Sharen's Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Cottonwood Canyon",www.cottonwoodcanyon.com
US,"Velvety and brooding, this vineyard-designate is complex and well structured, memorable in its combination of savory earth, black tea and cranberry-rhubarb. It has a dense body and concentrated texture, which present as voluptuous on the palate.","Lee Vineyard",91,62,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Saintsbury 2014 Lee Vineyard Pinot Noir (Carneros)","Pinot Noir",Saintsbury,www.saintsbury.com
US,"Velvety and thick, this wine is tannic, oaky and still tenacious about its youth. Spicy cardamom, violet and dried herb notes make it more earthy than fruit-driven, begging for complementary fare at the table. Raspberry, black cherry and blackberry flavors vie for attention.","Emerald Ridge Vineyard",91,62,California,"Green Valley",Sonoma,"Virginie Boone",@vboone,"Dutton-Goldfield 2014 Emerald Ridge Vineyard Pinot Noir (Green Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"Velvety on the palate, this is a rich, unctuous wine, showy in full-bodied waves of baked cherry, tar and minty earth. With a substantial weight, it will appeal to fans of a bigger style while retaining plenty of varietal character.","Stanly Ranch",91,62,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Saintsbury 2014 Stanly Ranch Pinot Noir (Carneros)","Pinot Noir",Saintsbury,www.saintsbury.com
US,"A complex wine that takes time to unveil itself, this offers muted dark cherry and exotic cardamom spice, light and layered through the midpalate before revealing a taste of toasty oak on the finish.","Lee Vineyard",90,54,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Saintsbury 2012 Lee Vineyard Pinot Noir (Carneros)","Pinot Noir",Saintsbury,www.saintsbury.com
US,"A festive, elegant Pinot for drinking  now with fine fare, such as lamb, steak, salmon or tuna. It's crisp, silky and dry, yet there's a core of ripe raspberry and cherry essence enriched with toasty oak.",NULL,90,35,California,Carneros,Napa-Sonoma,NULL,NULL,"Domaine Chandon 2010 Pinot Noir (Carneros)","Pinot Noir","Domaine Chandon",www.chandon.com/jsp/default.jsp
US,"A fine, elegant Pinot Noir, still in its infancy, with bright cranberry and raspberry fruit taking center stage. A shimmering, vivid, youthful vitality elevates the fruit flavors, with juicy acidity and restrained oak influence. Though this is the least expensive wine in the Archery Summit portfolio, it may surprise those who cellar it. Some extra years in the bottle could bring out unsuspected depth and power.","Premier Cuvée",90,48,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Archery Summit 2008 Premier Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"A good followup to last year's vintage. It's a dry, silky Pinot Noir, with deep, earthy flavors of cherries, raspberries, liqueur, sweet oak and cinnamon spices. An upscale wine to drink now.","Flood Family Vineyards",90,30,California,"Santa Barbara County","Central Coast",NULL,NULL,"Rancho Sisquoc 2009 Flood Family Vineyards Pinot Noir (Santa Barbara County)","Pinot Noir","Rancho Sisquoc",www.ranchosisquoc.com
US,"A lovely Pinot, polished and supple. Ready to drink now for its crisp acidity, lush coat of smoky oak and, above all, exotically complex flavors of cherry pie filling, black raspberry tart, cola, red plum and mocha. Should evolve through 2012.",NULL,90,25,California,Monterey,"Central Coast",NULL,NULL,"La Crema 2007 Pinot Noir (Monterey)","Pinot Noir","La Crema",www.lacrema.com
US,"A more restrained style from Brian Loring, this conveys aromas of plump blackberry and plums surrounding a line of licorice. The palate is a bit thicker, with black cherry flavors lifted by bergamot-like citrus skins and chopped herbs.","Clos Pepe Vineyard",90,50,California,"Sta. Rita Hills","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2013 Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"A new, lower-priced cuvée for DDO, this uses both estate and purchased grapes. Chocolaty, soft and fresh, it is a graceful wine with generous raspberry and cherry fruit. Moderate acidity leads into flavors that are elegant and bright, with a gentle, lingering finish. Let it breathe for at least an hour for best results.",NULL,90,32,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Domaine Drouhin Oregon 2013 Pinot Noir (Willamette Valley)","Pinot Noir","Domaine Drouhin Oregon",www.drouhin.com
US,"A rare white Pinot Noir. It's heavy and full-bodied for a white wine, with pronounced strawberry and lime flavors, brightened by crisp acidity and a bracing minerality. It's a very good wine, if a little pricey.","Pinot Clair White",90,48,California,Carneros,Napa-Sonoma,NULL,NULL,"Domaine Carneros 2009 Pinot Clair White Pinot Noir (Carneros)","Pinot Noir","Domaine Carneros",www.domaine.com
US,"A selection of estate, Tualatin and Elton vineyard fruit, this carries the style of those wines to a more refined, high-toned level. The fruit is a bit more complex, and highlighted with baking spice, incense and toasted nuts. Just under 14% alcohol, it retains the essential character of the elegant Pinot Noir grape, but pushes it to a point where some heat comes into the finish.","Signature Cuvée",90,50,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2008 Signature Cuvée Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"A super value, this new Sharecropper's offers very pretty black cherry fruit, a distinctive root beer flavor, and a bit of vanilla. It's forward and appealing, with more stuffing than most Pinots at this price.",Sharecropper's,90,21,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2012 Sharecropper's Pinot Noir (Willamette Valley)","Pinot Noir","Owen Roe",www.owenroe.com
US,"A swell deal for lovers of rich Pinot Noir who can't afford single-vineyard pricing, this countywide blend packs rose petals, stewed red cherries, hibiscus punch, wet gravel, black plum and nutmeg on the nose. The palate is juicy with a wide array of berry and cherry fruit, boosted by gingerbread spice and dark clay minerality. It's ripe but layered.",NULL,90,27,California,"Santa Barbara County","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2014 Pinot Noir (Santa Barbara County)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"A wine that's all about finesse and fruit. This offering from Archery Summit seemingly goes a little lighter on the oak than most from that stable—to good effect. Pure Bing cherries caress the palate, with subtle toast and spice shadings, even some tea-like notes, on the finish.","Premier Cuvée",90,39,Oregon,Oregon,"Oregon Other","Joe Czerwinski",@JoeCz,"Archery Summit 1998 Premier Cuvée Pinot Noir (Oregon)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"After years of producing a basic Sonoma County Pinot, the winery turns to the coast for this blend of several vineyards. The results are wonderful. The wine is rich and expressive in raspberries and cherries, with touches of bacon, cola and the sweetness of new French oak. Drink this silky wine now.",NULL,90,24,California,"Sonoma Coast",Sonoma,NULL,NULL,"Chateau St. Jean 2011 Pinot Noir (Sonoma Coast)","Pinot Noir","Chateau St. Jean",www.chateaustjean.com
US,"An easygoing, approachable wine with lush texture and characteristics of soy, black olive and forest floor, this wine leans savory and quite minerally, with spicy acidity giving it a kick on the palate. Savory and juicy, it expands on the finish into a lushness of velvety goodness.",NULL,90,42,California,"Sonoma Coast",Sonoma,"Virginie Boone",@vboone,"Merry Edwards 2013 Pinot Noir (Sonoma Coast)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"Archery Summit wines often seem bigger-boned, oakier and more tannic than their brethren, and this bottling is no exception. Ripe cherries are framed by vanilla and toast, with firm drying tannins on the finish. Put this one away for a couple of years while you are enjoying the charms of the Premier Cuvée.","Red Hills Estate",90,65,Oregon,Oregon,"Oregon Other","Joe Czerwinski",@JoeCz,"Archery Summit 1998 Red Hills Estate Pinot Noir (Oregon)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"Black cherry, kola nut, licorice, clove and mulling spices show on the nose of this bottling from the high-elevation vineyard. The flavors are pure and easy, with tart cherry, thyme and peppery spice, all wrapped in an earthy overcoat.","Bailey's Branciforte Ridge",90,32,California,"Santa Cruz Mountains","Central Coast","Matt Kettmann",@mattkettmann,"Santa Cruz Mountain Vineyard 2013 Bailey's Branciforte Ridge Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Santa Cruz Mountain Vineyard","www.webwinery.com/SCMV 500 Error"
US,"Blue fruit and high acidity open this delightful Pinot Noir, from a cool section of the Russian River Valley overlapping Green Valley. The oak imprint is low, yet the wine offers firm structure and elegance, remaining subdued and fresh on the palate in swirls of dark cherry, boysenberry and earthy leather.","Hallberg Vineyard",90,55,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Gary Farrell 2012 Hallberg Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"Dark burgundy in color, it's crafted from estate-grown, organically certified grapes, a mix of Swan, Dijon 667 and 777 and Pommard clones. It has a dense, toasty character from 16 months in French oak, almost half of it new. A darker profile of baked plum and cinnamon swirls amid leathery earth. The finish is zingy and the wine is labeled as vegan.","The Famous Gate",90,75,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Domaine Carneros 2011 The Famous Gate Pinot Noir (Carneros)","Pinot Noir","Domaine Carneros",www.domaine.com
US,"Dijon and Pommard clones blend gracefully here, pushing sweet cherry fruit and baking spices into the flavor center. A touch of fresh-baked pie crust lingers also, and this easy-drinking cuvée should be enjoyed now through 2020.","Tualatin Estate",90,55,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2014 Tualatin Estate Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"Dry and silky, this shows classic Russian River flavors of red cherries, red currants, cranberries, cola and pomegranates, with plenty of savory spices. The tannins are currently very strong; there will certainly be development over the next 5–6 years.","Stiling Vineyard",90,50,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2009 Stiling Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"Earth and black tea meet forest floor notes in this dark, brooding and powerfully full-bodied wine. A touch of reduction accentuates the profuse oak, recalling clove and cardamom, as tingling acidity vies for attention and integration.","Trenton Estate Vineyard",90,74,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Joseph Swan Vineyards 2013 Trenton Estate Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Earthy and engaging, and a little bit rugged. Aromas of barnyard and Middle Eastern tahini set up a palate full of spiced-up curranty fruit. Light oak shows itself early in a finish that unfolds in layers, revealing complexity and class.","3 Vineyard",90,25,Oregon,"Willamette Valley","Willamette Valley","Michael Schachner",@wineschach,"Chehalem 1998 3 Vineyard Pinot Noir (Willamette Valley)","Pinot Noir",Chehalem,www.chehalemwines.com
US,"Earthy compost and sage provide a rustic undertone to this well-made wine, dotted in cranberry, green tea and a hint of menthol. Medium bodied, it offers velvety texture and body within a graceful structure.",NULL,90,36,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Saintsbury 2014 Pinot Noir (Carneros)","Pinot Noir",Saintsbury,www.saintsbury.com
US,"Earthy, spicy and big-boned in rich tones of ripe black cherry, licorice and mocha, the wine is fully developed in weight, well-integrated in tannins and hearty, with plenty of power and mouthfilling fruit.","Toboni Vineyard",90,55,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Gary Farrell 2012 Toboni Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"El Coro is a block in the Petaluma Gap estate vineyard that is exposed to the winds. That may account for the wine's tight, closed quality. It's brisk in acidity and strong in tannins, although it preserves Pinot's light, silky texture. The fruits are intensely concentrated in raspberries, cranberries and currants. No reason why this Pinot shouldn't develop in the bottle beyond 2018.","El Coro",90,52,California,"Sonoma Coast",Sonoma,NULL,NULL,"Keller Estate 2010 El Coro Pinot Noir (Sonoma Coast)","Pinot Noir","Keller Estate",www.kellerestate.com
US,"Far richer and more concentrated than the winery's regular '05 Pinot, this is a true reserve. It shows the same dryness and silky texture, but the spicy fruit is more intense in cherries and black raspberries, veering into cassis and anisette. Drink now for its extravagent flavors.",Dionysus,90,55,California,"Arroyo Grande Valley","Central Coast",NULL,NULL,"Perbacco Cellars 2005 Dionysus Pinot Noir (Arroyo Grande Valley)","Pinot Noir","Perbacco Cellars",www.perbaccocellars.com
US,"Flavors roll from cranberry to sweet red cherry in a red-fruit riot. It was aged in 52% new and 24% one-year-old oak, but it's unobtrusive and not especially toasty. The barrel time has begun to smooth out any bumps and rough edges, though a touch of phenolic bite remains. Drink from 2018 to 2022.","Ridgecrest Vineyards Reserve",90,70,Oregon,"Ribbon Ridge","Willamette Valley","Paul Gregutt",@paulgwine ,"Chehalem 2014 Ridgecrest Vineyards Reserve Pinot Noir (Ribbon Ridge)","Pinot Noir",Chehalem,www.chehalemwines.com
US,"Fresh black cherries and a bit of licorice are laced through the nose of this appellation blend by single-vineyard star Brian Loring. The palate is all about exotic spice, from ginger and black sage to anise seeds and cola, also showing some umami flavors reminiscent of shiitake mushrooms.",NULL,90,32,California,"Sta. Rita Hills","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2013 Pinot Noir (Sta. Rita Hills)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"From 100% estate-grown fruit, it spent more than a year in 100% French oak and is dense in baked strawberry, black cherry and a richness of herb. The grip of fruit is balanced by moderate acidity. The grapes are organically certified.","La Terre Promise",90,55,California,Carneros,Napa-Sonoma,"Virginie Boone",@vboone,"Domaine Carneros 2011 La Terre Promise Pinot Noir (Carneros)","Pinot Noir","Domaine Carneros",www.domaine.com
US,"From a longstanding source of primo grapes, this Olivet Lane Pinot sings in floral rose and violet while offering damp earth, subtle hints of black raspberry and striking acidity. With well-integrated oak and softly layered tannins, it's on the lighter side of the producer's line-up of wines, building up steam as it goes.","Olivet Lane",90,62,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Merry Edwards 2012 Olivet Lane Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"From a vineyard in Nipomo at the southern end of the county, this fresh bottling show strawberries, ripe lavender, exotic rose petals, cinnamon and lots of red-spice notes. The palate is peppy, with tangy cranberry and pomegranate fruit as well as deeper notes of sandalwood, flint and gravel.","Aubaine Vineyard",90,50,California,"San Luis Obispo County","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2014 Aubaine Vineyard Pinot Noir (San Luis Obispo County)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"From a vineyard planted in 1988, this bottling offers aromas of lavender and sweet incense, with a woody spice uplifting the exotic plum and mulberry fruits. Ripe wild berries meet with elderflower and lilac on the very perfumed palate.","Branciforte Creek Vineyard",90,42,California,"Santa Cruz Mountains","Central Coast","Matt Kettmann",@mattkettmann,"Santa Cruz Mountain Vineyard 2013 Branciforte Creek Vineyard Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Santa Cruz Mountain Vineyard","www.webwinery.com/SCMV 500 Error"
US,"From the first whiff—laden with tangy notes of herb, leaf and spicy cranberry fruit—this announces itself as classic Oregon Pinot Noir. At 14+% it's ripe enough to build a core of sweet cherry fruit; but it is not shy about expressing the herbal side of the grape, and does so to good effect. It's a vivacious, expressive wine that offers a rich range of flavors, well beyond the basic fruit and barrel approach of too many wineries.",NULL,90,30,Oregon,"Eola-Amity Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Domaine Coteau 2006 Pinot Noir (Eola-Amity Hills)","Pinot Noir","Domaine Coteau","www.domainecoteau.com ?"
US,"Honoring the 40th vintage for these vines, planted at Tualatin Estate in 1973, this elegant and subtle wine shows pinpoint varietal character. It charms immediately with scents of dusty baking spices and cherry pie. Flavors follow into a graceful and proportionate finish.","Vintage 40",90,45,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2013 Vintage 40 Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"It pulls together toasty oak sweetness in the aromas and delicious ripe cherry and cranberry flavors with bass notes of black plum and clove. Full-bodied, it has firm but not tight tannins that add to the velvety texture.",NULL,90,50,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"La Crema 2012 Pinot Noir (Anderson Valley)","Pinot Noir","La Crema",www.lacrema.com
